"","x"
"1309","RT @DLeonhardt: Dr. Offit told me we should be greeting the Covid vaccines with the same enthusiasm that greeted the polio vaccine: “It sho…"
"1310","RT @HighWireTalk: ""If none of the vaccines do prevent transmission, but only prevent disease, then the whole notion of “vaccine passports”…"
"1311","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"1312","RT @HighWireTalk: ""If none of the vaccines do prevent transmission, but only prevent disease, then the whole notion of “vaccine passports”…"
"1313","Kwanlin Dün First Nation Chief Doris Bill urges citizens to be get the COVID-19 vaccine when it's available. #Yukon https://t.co/QM6kLsL9Jf"
"1314","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"1315","RT @theblogmire: “All of these patients have had serious underlying illnesses. We can’t say that people die *from* the vaccine.""

I'm sure…"
"1316","supz conflicted on getting the covid vaccine , thoughts ? comments?"
"1317","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"1318","RT @BlancoTarantino: Four trial volunteers who got Pfizer's COVID-19 vaccine developed Bell's palsy - but FDA denies that the temporary fac…"
"1319","RT @kwinnyk: California warns against using a batch of Moderna COVID-19 vaccines after allergic reactions https://t.co/EgiZUOrYTI"
"1320","RT @NewsFallon: Another common email I get: a senior who thinks he is registering for the COVID vaccine by emailing me.

It’s a terrible ir…"
"1321","RT @DrAmirKhanGP: People from minority ethnic backgrounds have been targeted by misinformation about the Covid vaccines 

They are safe and…"
"1322","RT @Davyshanks: UPDATE: ALL care home residents in the @NHSGrampian region who were fit, able and willing to receive the COVID vaccine have…"
"1323","@KathyGrant1960 @MattHancock Chance to put vaccine questions at online event https://t.co/ccjaACH8Dj"
"1324","RT @MReynoldsKAIT: Southern Pharmacy has canceled COVID Vaccine appointments for Phase 1-B. None of the pharmacies administrating the vacci…"
"1325","RT @AlexBerenson: 1/ @cdcgov has released its updated batch of reported Covid vaccine side effect data, through Jan. 8, when roughly 6.6 mi…"
"1326","@MandlaNdima1 @HonourableHloni Vaccine a different story,take your journey down memory lane how Solidarity Fund cre… https://t.co/Vv1tpxkuIQ"
"1327","@emilyhaavik Saint Paul Public Schools is talking about reopening buildings now, after almost a year being closed a… https://t.co/02nuNNkKaW"
"1328","One of her jobs is to assess swallowing ability; the assessment makes people cough. She is not allowed an n95 or a… https://t.co/M4tmS2ea6U"
"1329","RT @AfamDeluxo: The Executive Governor of Anambra State taking Covid-19 vaccine in the United States. Agbara nwaany<U+1ECB> <U+0001F31A>

https://t.co/Xv1IJr…"
"1330","RT @JoePajak: “4,062,501 people have received a first dose of #COVID-19 #vaccine. However, only 452,301 have received a second dose. Import…"
"1331","RT @HighWireTalk: ""If none of the vaccines do prevent transmission, but only prevent disease, then the whole notion of “vaccine passports”…"
"1332","RT @CBSThisMorning: This week marks one year since the first known Covid-19 case in the U.S. was reported. Since then, the virus has killed…"
"1333","The @DHSWI put together this helpful graphic to help the public understand the COVID-19 #vaccine roll out process f… https://t.co/zAXoTYqIkO"
"1334","RT @Sentletse: They looted Covid relief money and now they want to raise tax in order to procure vaccine and loot in the process.

We are l…"
"1335","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"1336","@IrishDataViz @RachelLavin Wow!

- assume all ""Covid-related"" deaths were truly caused by Covid, despite government… https://t.co/F2Cd8J7fq6"
"1337","The City of Amarillo has received an additional COVID-19 vaccine allotment from the state of Texas https://t.co/Yn6WtiXgIT via @BizAmarillo"
"1338","RT @ikasnik: Media is not being allowed to even enter the gate of the building where COVID-19 vaccination is happening at AIIMS, #Delhi.

O…"
"1339","RT @HighWireTalk: ""If none of the vaccines do prevent transmission, but only prevent disease, then the whole notion of “vaccine passports”…"
"1340","RT @DarrenMillarMS: <U+0001F489> Delaying the deployment of the vaccine in Wales is dangerous and will cost lives.

Mark Drakeford should stop defendi…"
"1341","New York Gov. Cuomo asks to buy Covid vaccine directly from Pfizer amid dose shortages https://t.co/ErA2wjMRdD"
"1342","RT @ToreBear: @drdavidsamadi Bit too aggressive guidance meant old and sick people were not adequately assessed as to whether they were wel…"
"1343","RT @radleybalko: I know it’s a running joke that the Trump administration is pro-virus, but they literally provided anti-virus public funds…"
"1344","RT @DrJacobsRad: ""There were ZERO new vaccines delivered to the provinces and territories...""

And Liberal backbenchers are today still cla…"
"1345","RT @ASFried: From the obituary of a man killed by COVID: ""To honor his memory if you are a U.S. Senator please vote to convict Donald J. Tr…"
"1346","RT @WRES_team: The COVID-19 vaccine is available to all colleagues, whether directly employed by the #NHS, bank or agency staff. @karenabon…"
"1347","RT @OntariosDoctors: Questions about the COVID-19 vaccine? Ontario’s doctors have answers."
"1348","RT @Mazipita: Nd<U+1ECB> Anambra come &amp; see our First Lady. She don rush go collect Colonial Drive us #Covid_19 vaccine for <U+0001F1FA><U+0001F1F8>. These politicians…"
"1349","RT @meganshawCTV: City officials tell CTV News that a temporary cut to shipments of the Pfizer-BioNTech COVID-19 vaccine will affect Ottawa…"
"1350","RT @DLeonhardt: Dr. Offit told me we should be greeting the Covid vaccines with the same enthusiasm that greeted the polio vaccine: “It sho…"
"1351","RT @Mining_Zimbabwe: South Africa’s mining companies will support the government in the rollout of covid-19 vaccines as the nation battles…"
"1352","@tishadowns @GavinNewsom “there is no evidence that this variant causes more severe illness or increased risk of de… https://t.co/zoOuAQiILH"
"1353","RT @StephenMcGann: Interesting point on C19 vaccines stressing real-life *effectiveness* rather than technical efficacy. Study subjects get…"
"1354","RT @boblister_poole: Corbyn attacks Boris for 'vaccine nationalism' &amp; demands jabs given away to other nations. What An Absolute Idiot Is C…"
"1355","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"1356","RT @DrAmirKhanGP: People from minority ethnic backgrounds have been targeted by misinformation about the Covid vaccines 

They are safe and…"
"1357","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"1358","RT @MarkLevineNYC: Your reminder that although 2.5m people are now eligible for the covid vaccine in NYC, one group has been excluded: peop…"
"1359","RT @amasehimika147: Pfizer Vaccine causing Patients to get BELL'S PALSY &amp; FACIAL PARALYSIS!!

Four trial participants who received the Pfiz…"
"1360","RT @AlexBerenson: 1/ @cdcgov has released its updated batch of reported Covid vaccine side effect data, through Jan. 8, when roughly 6.6 mi…"
"1361","RT @_EPluribusUnum: Florida Governor Ron DeSantis is corruptly screwing with the COVID vaccine rollout https://t.co/HJPqBZ016y via @PalmerR…"
"1362","RT @Yahshua444: A Covid Vaccine in English Gematria equals: 666:
Vaccination in English Gematria equals: 666:         
Mark Of Beast in Eng…"
"1363","RT @latimes: The 2 vaccines with emergency use authorization from the FDA were tested on adults and some teens.  Some of the experts who re…"
"1364","RT @radleybalko: I know it’s a running joke that the Trump administration is pro-virus, but they literally provided anti-virus public funds…"
"1365","RT @gabrieloguda: George Natembeya has told those Turkana MPs asking to be evacuated to tell him who will help the Gov't solve the problem…"
"1366","RT @YouGov: The majority of Britons (61%) now feel the government is handling the Covid-19 vaccine rollout well. This is up from 41% when a…"
"1367","RT @HighWireTalk: ""If none of the vaccines do prevent transmission, but only prevent disease, then the whole notion of “vaccine passports”…"
"1368","I sincerely hope this is not true. 
https://t.co/PYy7lAKKxh"
"1369","RT @mlchealth: Covid Vaccine - there are real gaps in the system with a small number of surgeries not even having started yet.. @BBCNewsNI…"
"1370","RT @DrAmirKhanGP: People from minority ethnic backgrounds have been targeted by misinformation about the Covid vaccines 

They are safe and…"
"1371","What many suspected in this rush to approve experimental vaccines: pressure from EU officials on supposedly indepen… https://t.co/X7VnG86jDf"
"1372","RT @BriefcaseMike: Hancock just gave a very badly phrased reply that suggested we don't yet know how much the vaccine will prevent the over…"
"1373","RT @mattremains: COVID news live: UK currently has highest daily death rate per person in world - as WHO warns over global vaccine rollout…"
"1374","I turned my dogs into a meme about the Covid vaccine roll-out and I’m cackling. 
Anyone walking around the… https://t.co/TCta8oEGa2"
"1375","RT @talkRADIO: “We will absolutely make sure the easing of lockdown is done as soon as possible”

Covid Vaccine Deployment minister Nadhim…"
"1376","RT @timesofindia: Finally, a single-dose Covid vaccine is within sight

https://t.co/8njjQksP0y https://t.co/TSl96006WQ"
"1377","RT @gabrieloguda: George Natembeya has told those Turkana MPs asking to be evacuated to tell him who will help the Gov't solve the problem…"
"1378","Alberta will run out of COVID-19 vaccine today or early Tuesday, Premier Jason Kenney says https://t.co/sQyslhXZwY"
"1379","RT @virtunova: It took a bit for my work to get this back to me but @2ShotsInTheArm got my COVID vaccine! https://t.co/fLe1d06W0g"
"1380","RT @HelloThando: Treasury DG Dondo Mogajane tells @aycawe that SA is considering three options to funding the  Covid-19 vaccine: 

1) Budge…"
"1381","RT @YourAnonCentral: Palestinians excluded from Israeli #Covid19 vaccine.

""Israel transports batches of the Pfizer/BioNTech vaccine deep i…"
"1382","RT @OliviaRegen: Phil Mitchell, a Glastonbury resident, said he was relieved to receive the COVID-19 vaccine at the largest mass vaccinatio…"
"1383","RT @JoePajak: “4,062,501 people have received a first dose of #COVID-19 #vaccine. However, only 452,301 have received a second dose. Import…"
"1384","Today I got my 1st Moderna Covid Vaccine! I'm lucky that my job is considered to be high priority. But I think… https://t.co/M259REZxYc"
"1385","Woman who suffered convulsions after taking Pfizer Covid jab being screened for permanent neurological damage, son… https://t.co/15vCGTOcAx"
"1386","RT @ProgIntl: This is vaccine apartheid on a global scale.

https://t.co/ahgSVeT5CB"
"1387","RT @TFDChiefRyan: As beautiful day in #Tucson to get my 2nd dose of the BioNTech/Pfizer COVID-19 vaccine at @tmcaznews !! Efficient, painle…"
"1388","@BorisJohnson Yes you are doing well with the vaccine distribution, but this is unique. Everything else you have do… https://t.co/flHFe96n1H"
"1389","RT @OttawaHealth: Myth VS Fact: COVID-19 Vaccine
https://t.co/tGskF5rjaL https://t.co/Vitde81cl7"
"1390","Cuomo Slams DHHS, Pushes To Buy COVID Jabs Directly From Pfizer; Norway Struggles To Ease Vaccine Worries: Live Upd… https://t.co/eCZ7rYn3Hr"
"1391","I know it’s a running joke that the Trump administration is pro-virus, but they literally provided anti-virus publi… https://t.co/s8qzmFZDi2"
"1392","Report: Anti-Vaccine Groups Collected Federal Covid Relief Funds https://t.co/zxsthDGIp0"
"1393","RT @Radio702: ""Economically, it’s not possible [to hike taxes] … Taxpayers are missing in action…""

- Professor Adrian Saville (Chief Execu…"
"1394","Steve Martin has 'Good news/Bad news' about getting vaccinated - CNN https://t.co/ccFTNCsyPl https://t.co/WwOtdUDPtT"
"1395","Karnataka: Hospital worker dies after receiving Covid-19 vaccine, health dept denies link - The Indian Express https://t.co/DcVzsfrmxd"
"1396","How to register for the COVID-19 vaccine in Midland-Odessa - https://t.co/dpOwWIYJOT https://t.co/LFX60CEAXC"
